date,Net shortwave radiation flux,Net long-wave radiation flux,Downward shortwave radiation flux,Downward long-wave radiation flux,Albedo,Latent heat net flux,Sensible heat net flux,Ground heat flux,Potential evaporation rate,Evapotranspiration,Direct evaporation (bare soil),Canopy water evaporation,Transpiration (vegetation),Plant canopy surface water,Storm surface runoff,Baseflow (groundwater) runoff,Snow melt,Rain precipitation rate,Snow precipitation rate,Total precipitation rate,Snow surface temperature,Average surface skin temperature,Snow water equivalent,Snow depth,Soil moisture (0–10 cm),Soil moisture (10–40 cm),Soil moisture (40–100 cm),Soil moisture (100–200 cm),Root zone soil moisture,Soil temperature (0–10 cm),Soil temperature (10–40 cm),Soil temperature (40–100 cm),Soil temperature (100–200 cm),Wind speed,Air temperature,Specific humidity,Surface pressure,Terrestrial water storage,Ground water storage
2023-01-11,543.4373731560261,-4818.8542089479915,905.7289552600433,12.680205373640607,29.637708417895983,72.45831642080347,54.3437373156026,3.6229158210401735,181.1457910520087,3.622915821040174e-05,1.086874746312052e-05,1.4491663284160696e-05,1.086874746312052e-05,0.0036229158210401738,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,231.08687474631205,266.08687474631205,50000,48.0730803755316,39.63770841789598,119.27541683579196,228.91312525368795,448.18854208947994,338.5508336715839,259.08687474631205,258.08687474631205,257.08687474631205,256.08687474631205,4.891312525368795,261.08687474631205,0.0001811457910520087,100518.1145791052,,
2023-01-12,592.7153421252412,-4802.428219291586,987.8589035420688,13.830024649588962,29.604856438583173,79.0287122833655,59.271534212524124,3.951435614168275,197.57178070841374,3.951435614168275e-05,1.1854306842504825e-05,1.58057424566731e-05,1.1854306842504825e-05,0.003951435614168275,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,231.1854306842505,266.1854306842505,50000,152.26384324340682,39.60485643858317,119.20971287716634,228.8145693157495,448.02428219291585,338.4194257543327,259.1854306842505,258.1854306842505,257.1854306842505,256.1854306842505,4.881456931574952,261.1854306842505,0.00019757178070841375,100519.75717807084,,
2023-01-13,644.0400886099973,-4785.319970463334,1073.400147683329,15.027602067566603,29.570639940926668,85.87201181466631,64.40400886099972,4.293600590733315,214.68002953666576,4.293600590733315e-05,1.2880801772199946e-05,1.717440236293326e-05,1.2880801772199946e-05,0.004293600590733315,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,231.28808017721997,266.28808017721997,50000,155.04618398211355,39.57063994092667,119.14127988185334,228.71191982278,447.8531997046333,338.2825597637067,259.28808017721997,258.28808017721997,257.28808017721997,256.28808017721997,4.871191982278001,261.28808017721997,0.00021468002953666575,100521.46800295367,,
2023-01-14,697.3964039802313,-4767.53453200659,1162.3273399670522,16.272582759538732,29.53506906401318,92.98618719736417,69.73964039802313,4.649309359868209,232.46546799341044,4.649309359868209e-05,1.3947928079604626e-05,1.859723743947284e-05,1.3947928079604626e-05,0.004649309359868209,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,231.39479280796047,266.39479280796047,50000,236.2936064640928,39.53506906401318,119.07013812802636,228.60520719203953,447.6753453200659,338.14027625605274,259.39479280796047,258.39479280796047,257.39479280796047,256.39479280796047,4.860520719203954,261.39479280796047,0.00023246546799341044,100523.24654679935,,
2023-01-15,752.7684776081763,-4749.077174130608,1254.6141293469607,17.56459781085745,29.498154348261217,100.36913034775685,75.27684776081765,5.018456517387842,250.92282586939214,5.018456517387843e-05,1.5055369552163528e-05,2.007382606955137e-05,1.5055369552163528e-05,0.005018456517387843,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,231.50553695521637,266.50553695521637,50000,64.49134682564483,39.49815434826122,118.99630869652243,228.49446304478366,447.4907717413061,337.99261739304484,259.50553695521637,258.50553695521637,257.50553695521637,256.50553695521637,4.849446304478365,261.50553695521637,0.00025092282586939213,100525.09228258693,,
2023-01-16,810.1399015533877,-4729.95336614887,1350.2331692556463,18.90326436957905,29.45990673229774,108.01865354045171,81.01399015533877,5.400932677022585,270.0466338511293,5.400932677022585e-05,1.6202798031067754e-05,2.160373070809034e-05,1.6202798031067754e-05,0.005400932677022585,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,231.62027980310677,266.62027980310677,50000,43.63168095437474,39.45990673229774,118.91981346459548,228.37972019689323,447.2995336614887,337.83962692919096,259.62027980310677,258.62027980310677,257.62027980310677,256.62027980310677,4.837972019689323,261.62027980310677,0.00027004663385112927,100527.00466338512,,
2023-01-17,869.493675424774,-4710.168774858409,1449.1561257079566,20.288185759911393,29.42033754971682,115.93249005663652,86.94936754247739,5.796624502831826,289.83122514159135,5.796624502831827e-05,1.7389873508495478e-05,2.3186498011327307e-05,1.7389873508495478e-05,0.005796624502831827,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,231.73898735084953,266.7389873508495,50000,137.19696362768588,39.42033754971682,118.84067509943364,228.26101264915044,447.1016877485841,337.6813501988673,259.7389873508495,258.7389873508495,257.7389873508495,256.7389873508495,4.826101264915045,261.7389873508495,0.00028983122514159135,100528.98312251415,,
2023-01-18,930.8122114181793,-4689.7292628606065,1551.3536856969656,21.718951599757517,29.379458525721212,124.10829485575725,93.08122114181793,6.2054147427878625,310.27073713939313,6.205414742787862e-05,1.8616244228363586e-05,2.4821658971151448e-05,1.8616244228363586e-05,0.006205414742787863,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,231.86162442283637,266.86162442283637,50000,169.56735507677726,39.37945852572121,118.75891705144242,228.13837557716363,446.89729262860607,337.5178341028849,259.86162442283637,258.86162442283637,257.86162442283637,256.86162442283637,4.813837557716364,261.86162442283637,0.0003102707371393931,100531.02707371394,,
2023-01-19,994.0773395280239,-4668.640886823992,1656.79556588004,23.19513792232056,29.337281773647984,132.54364527040318,99.40773395280239,6.62718226352016,331.35911317600795,6.627182263520159e-05,1.9881546790560476e-05,2.650872905408064e-05,1.9881546790560476e-05,0.006627182263520159,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,231.98815467905604,266.98815467905604,50000,253.70205142588907,39.33728177364799,118.67456354729597,228.01184532094396,446.68640886823994,337.34912709459195,259.98815467905604,258.98815467905604,257.98815467905604,256.98815467905604,4.801184532094395,261.98815467905604,0.000331359113176008,100533.1359113176,,
2023-01-20,1059.2703129314784,-4646.909895689507,1765.4505215524641,24.716307301734496,29.293819791379015,141.23604172419712,105.92703129314785,7.061802086209856,353.0901043104928,7.061802086209857e-05,2.118540625862957e-05,2.824720834483943e-05,2.118540625862957e-05,0.007061802086209857,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,232.11854062586298,267.118540625863,50000,138.42697023321244,39.293819791379015,118.58763958275803,227.88145937413705,446.4690989568951,337.17527916551603,260.118540625863,259.118540625863,258.118540625863,257.118540625863,4.788145937413704,262.118540625863,0.00035309010431049283,100535.30901043105,,
2023-01-21,1126.3718135435413,-4624.542728818819,1877.2863559059022,26.28200898268263,29.24908545763764,150.18290847247218,112.63718135435413,7.509145423623609,375.45727118118043,7.509145423623608e-05,2.2527436270870825e-05,3.0036581694494434e-05,2.2527436270870825e-05,0.007509145423623609,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,232.25274362708706,267.25274362708706,50000,11.655244804649495,39.24908545763764,118.49817091527528,227.74725637291291,446.2454272881882,336.99634183055053,260.25274362708706,259.25274362708706,258.25274362708706,257.25274362708706,4.774725637291292,262.25274362708706,0.0003754572711811804,100537.54572711812,,
2023-01-22,1195.3619577414136,-4601.546014086195,1992.2699295690225,27.891779013966314,29.203092028172392,159.3815943655218,119.53619577414135,7.96907971827609,398.4539859138045,7.96907971827609e-05,2.390723915482827e-05,3.1876318873104365e-05,2.390723915482827e-05,0.00796907971827609,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,232.39072391548285,267.39072391548285,50000,161.06042447774507,39.20309202817239,118.40618405634478,227.60927608451718,446.01546014086193,336.81236811268957,260.39072391548285,259.39072391548285,258.39072391548285,257.39072391548285,4.760927608451717,262.39072391548285,0.0003984539859138045,100539.84539859138,,
2023-01-23,1266.2203022564404,-4577.926565914519,2110.3671704274007,29.545140385983608,29.15585313182904,168.82937363419202,126.62203022564402,8.441468681709601,422.0734340854801,8.441468681709602e-05,2.5324406045128805e-05,3.3765874726838406e-05,2.5324406045128805e-05,0.008441468681709603,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,232.53244060451289,267.5324406045129,50000,271.55169973705733,39.15585313182904,118.31170626365808,227.46755939548711,445.7792656591452,336.62341252731613,260.5324406045129,259.5324406045129,258.5324406045129,257.5324406045129,4.746755939548712,262.5324406045129,0.0004220734340854801,100542.20734340855,,
2023-01-24,1338.9258502318926,-4553.691383256036,2231.543083719821,31.241603172077497,29.10738276651207,178.52344669758568,133.89258502318927,8.926172334879285,446.3086167439642,8.926172334879285e-05,2.6778517004637855e-05,3.570468933951714e-05,2.6778517004637855e-05,0.008926172334879285,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,232.6778517004638,267.6778517004638,50000,119.06606649594674,39.107382766512075,118.21476553302415,227.32214829953622,445.53691383256034,336.4295310660483,260.6778517004638,259.6778517004638,258.6778517004638,257.6778517004638,4.732214829953621,262.6778517004638,0.00044630861674396425,100544.63086167439,,
2023-01-25,1413.4570574447916,-4528.8476475184025,2355.761762407986,32.98066467371181,29.057695295036805,188.46094099263888,141.34570574447915,9.423047049631943,471.1523524815972,9.423047049631945e-05,2.826914114889583e-05,3.7692188198527784e-05,2.826914114889583e-05,0.009423047049631945,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,232.82691411488958,267.8269141148896,50000,281.6502230946512,39.05769529503681,118.11539059007362,227.17308588511042,445.28847647518404,336.23078118014723,260.8269141148896,259.8269141148896,258.8269141148896,257.8269141148896,4.717308588511042,262.8269141148896,0.0004711523524815972,100547.11523524816,,
2023-01-26,1489.791838689925,-4503.402720436692,2482.9863978165417,34.761809569431584,29.006805440873386,198.63891182532333,148.9791838689925,9.931945591266167,496.59727956330835,9.931945591266167e-05,2.97958367737985e-05,3.972778236506467e-05,2.97958367737985e-05,0.009931945591266167,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,232.97958367737988,267.9795836773799,50000,107.1673867837391,39.006805440873386,118.01361088174677,227.02041632262015,445.0340272043669,336.0272217634935,260.9795836773799,259.9795836773799,258.9795836773799,257.9795836773799,4.702041632262015,262.9795836773799,0.0004965972795633084,100549.65972795633,,
2023-01-27,1567.9075743241701,-4477.364141891943,2613.1792905402835,36.58451006756397,28.954728283783886,209.0543432432227,156.79075743241702,10.452717162161134,522.6358581080567,0.00010452717162161136,3.1358151486483405e-05,4.1810868648644545e-05,3.1358151486483405e-05,0.010452717162161135,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,233.13581514864836,268.13581514864836,50000,235.65322468552907,38.954728283783886,117.90945656756777,226.86418485135167,444.77364141891945,335.8189131351355,261.13581514864836,260.13581514864836,259.13581514864836,258.13581514864836,4.686418485135166,263.13581514864836,0.0005226358581080568,100552.26358581081,,
2023-01-28,1647.7811169691822,-4450.73962767694,2746.3018616153036,38.44822606261425,28.901479255353877,219.7041489292243,164.77811169691822,10.985207446461215,549.2603723230608,0.00010985207446461215,3.2955622339383646e-05,4.394082978584486e-05,3.2955622339383646e-05,0.010985207446461216,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,233.29556223393837,268.29556223393837,50000,15.91943271900421,38.90147925535388,117.80295851070775,226.70443776606163,444.5073962767694,335.6059170214155,261.29556223393837,260.29556223393837,259.29556223393837,258.29556223393837,4.670443776606164,263.29556223393837,0.0005492603723230607,100554.9260372323,,
2023-01-29,1729.3887983704656,-4423.537067209845,2882.314663950776,40.35240529531087,28.847074134419692,230.5851731160621,172.93887983704656,11.529258655803105,576.4629327901552,0.00011529258655803105,3.458777596740931e-05,4.6117034623212425e-05,3.458777596740931e-05,0.011529258655803105,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,233.45877759674096,268.45877759674096,50000,245.95260925147582,38.84707413441969,117.69414826883938,226.54122240325907,444.23537067209844,335.38829653767874,261.45877759674096,260.45877759674096,259.45877759674096,258.45877759674096,4.654122240325907,263.45877759674096,0.0005764629327901553,100557.64629327902,,
2023-01-30,1812.70643641078,-4395.764521196407,3021.177394017967,42.296483516251534,28.791529042392813,241.69419152143735,181.270643641078,12.084709576071868,604.2354788035933,0.00012084709576071867,3.6254128728215596e-05,4.833883830428747e-05,3.6254128728215596e-05,0.012084709576071868,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,233.62541287282158,268.6254128728216,50000,257.3958808197074,38.79152904239281,117.58305808478562,226.37458712717844,443.95764521196406,335.16611616957124,261.6254128728216,260.6254128728216,259.6254128728216,258.6254128728216,4.637458712717844,263.6254128728216,0.0006042354788035934,100560.42354788036,,
2023-01-31,1897.709342275835,-4367.430219241388,3162.8489037930585,44.27988465310282,28.734860438482777,253.02791230344468,189.7709342275835,12.651395615172234,632.5697807586117,0.00012651395615172233,3.7954186845516696e-05,5.0605582460688934e-05,3.7954186845516696e-05,0.012651395615172235,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,233.7954186845517,268.7954186845517,50000,223.51788532332333,38.73486043848278,117.46972087696555,226.20458131544834,443.6743021924139,334.9394417539311,261.7954186845517,260.7954186845517,259.7954186845517,258.7954186845517,4.620458131544833,263.7954186845517,0.0006325697807586117,100563.25697807586,,
2023-02-01,1984.372327770108,-4338.542557409964,3307.28721295018,46.30202098130252,28.677085114819928,264.5829770360144,198.43723277701082,13.229148851800721,661.4574425900361,0.0001322914885180072,3.968744655540216e-05,5.2916595407202884e-05,3.968744655540216e-05,0.013229148851800722,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,233.9687446555402,268.9687446555402,50000,235.27168655235616,38.67708511481993,117.35417022963986,226.0312553444598,443.38542557409966,334.7083404592797,261.9687446555402,260.9687446555402,259.9687446555402,258.9687446555402,4.6031255344459785,263.9687446555402,0.0006614574425900361,100566.145744259,,
2023-02-02,2072.669712780656,-4309.110095739781,3454.4495213010937,48.36229329821531,28.618220191479562,276.3559617040875,207.26697127806563,13.817798085204375,690.8899042602187,0.00013817798085204375,4.1453394255613126e-05,5.52711923408175e-05,4.1453394255613126e-05,0.013817798085204376,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,234.1453394255613,269.1453394255613,50000,131.047794483909,38.618220191479566,117.23644038295913,225.8546605744387,443.0911009573978,334.47288076591826,262.1453394255613,261.1453394255613,260.1453394255613,259.1453394255613,4.585466057443869,264.1453394255613,0.0006908899042602188,100569.08899042603,,
2023-02-03,2162.5753328866904,-4279.1415557044365,3604.2922214778173,50.46009110068944,28.558283111408873,288.3433777182254,216.25753328866904,14.41716888591127,720.8584442955635,0.0001441716888591127,4.325150665773381e-05,5.766867554364508e-05,4.325150665773381e-05,0.014417168885911269,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,234.32515066577338,269.3251506657734,50000,28.820381233331677,38.55828311140887,117.11656622281774,225.67484933422662,442.7914155570444,334.2331324456355,262.3251506657734,261.3251506657734,260.3251506657734,259.3251506657734,4.567484933422662,264.3251506657734,0.0007208584442955634,100572.08584442956,,
2023-02-04,2254.0625471126464,-4248.645817629117,3756.7709118544108,52.594792765961756,28.497291635258236,300.54167294835287,225.40625471126467,15.027083647417644,751.3541823708822,0.00015027083647417645,4.508125094225293e-05,6.010833458967058e-05,4.508125094225293e-05,0.015027083647417644,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,234.5081250942253,269.5081250942253,50000,256.1682657292468,38.497291635258236,116.99458327051647,225.4918749057747,442.4864581762912,333.98916654103294,262.5081250942253,261.5081250942253,260.5081250942253,259.5081250942253,4.54918749057747,264.5081250942253,0.0007513541823708823,100575.13541823709,,
2023-02-05,2347.104245822498,-4217.631918059167,3911.8404097041634,54.76576573585829,28.435263836118335,312.94723277633307,234.7104245822498,15.647361638816653,782.3680819408327,0.00015647361638816655,4.694208491644996e-05,6.258944655526662e-05,4.694208491644996e-05,0.015647361638816654,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,234.69420849164499,269.694208491645,50000,225.39678795044048,38.43526383611834,116.87052767223668,225.30579150835501,442.1763191805917,333.74105534447335,262.694208491645,261.694208491645,260.694208491645,259.694208491645,4.5305791508355,264.694208491645,0.0007823680819408327,100578.23680819408,,
2023-02-06,2441.672858752909,-4186.109047082364,4069.4547645881817,56.972366704234545,28.37221809416473,325.55638116705455,244.1672858752909,16.277819058352726,813.8909529176364,0.00016277819058352726,4.883345717505818e-05,6.511127623341091e-05,4.883345717505818e-05,0.016277819058352728,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,234.8833457175058,269.8833457175058,50000,10.746784283767193,38.37221809416473,116.74443618832946,225.11665428249418,441.8610904708236,333.4888723766589,262.8833457175058,261.8833457175058,260.8833457175058,259.8833457175058,4.511665428249418,264.8833457175058,0.0008138909529176363,100581.38909529176,,
2023-02-07,2537.7403631829125,-4154.086545605695,4229.567271971521,59.213941807601294,28.308173091211394,338.3653817577217,253.77403631829125,16.918269087886085,845.9134543943042,0.00016918269087886086,5.075480726365825e-05,6.767307635154435e-05,5.075480726365825e-05,0.016918269087886083,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,235.0754807263658,270.0754807263658,50000,196.8314701397044,38.308173091211394,116.61634618242279,224.9245192736342,441.54086545605696,333.23269236484555,263.0754807263658,262.0754807263658,261.0754807263658,260.0754807263658,4.492451927363417,265.0754807263658,0.0008459134543943042,100584.59134543943,,
2023-02-08,2635.2782922376396,-4121.573902587453,4392.130487062733,61.48982681887826,28.243147805174907,351.37043896501865,263.52782922376394,17.568521948250932,878.4260974125466,0.0001756852194825093,5.270556584475279e-05,7.027408779300373e-05,5.270556584475279e-05,0.017568521948250933,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,235.2705565844753,270.2705565844753,50000,74.9772655124811,38.24314780517491,116.48629561034981,224.7294434155247,441.21573902587454,332.97259122069966,263.2705565844753,262.2705565844753,261.2705565844753,260.2705565844753,4.472944341552472,265.2705565844753,0.0008784260974125466,100587.84260974126,,
2023-02-09,2734.2577433236693,-4088.5807522254436,4557.096238872782,63.79934734421895,28.177161504450886,364.56769910982257,273.4257743323669,18.22838495549113,911.4192477745564,0.00018228384955491127,5.468515486647338e-05,7.291353982196451e-05,5.468515486647338e-05,0.018228384955491127,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,235.46851548664733,270.46851548664733,50000,21.203450878520037,38.177161504450886,116.35432300890177,224.53148451335267,440.8858075222544,332.7086460178035,263.46851548664733,262.46851548664733,261.46851548664733,260.46851548664733,4.453148451335267,265.46851548664733,0.0009114192477745564,100591.14192477746,,
2023-02-10,2834.6493866934948,-4055.1168711021683,4724.415644489158,66.14181902284821,28.110233742204336,377.95325155913264,283.46493866934946,18.89766257795663,944.8831288978315,0.0001889766257795663,5.669298773386989e-05,7.559065031182652e-05,5.669298773386989e-05,0.018897662577956633,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,235.66929877338697,270.66929877338697,50000,59.940340899525545,38.110233742204336,116.22046748440867,224.330701226613,440.55116871102166,332.4409349688174,263.66929877338697,262.66929877338697,261.66929877338697,260.66929877338697,4.4330701226613005,265.66929877338697,0.0009448831288978315,100594.48831288978,,
2023-02-11,2936.4234741365544,-4021.1921752878156,4894.039123560924,68.51654772985293,28.04238435057563,391.5231298848739,293.64234741365544,19.576156494243698,978.8078247121848,0.00019576156494243696,5.8728469482731084e-05,7.830462597697479e-05,5.8728469482731084e-05,0.0195761564942437,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,235.8728469482731,270.8728469482731,50000,107.74716461717644,38.04238435057563,116.08476870115126,224.1271530517269,440.21192175287814,332.1695374023025,263.8728469482731,262.8728469482731,261.8728469482731,260.8728469482731,4.412715305172689,265.8728469482731,0.0009788078247121848,100597.88078247121,,
2023-02-12,3039.5498477942756,-3986.816717401908,5065.916412990459,70.92282978186643,27.973633434803816,405.27331303923677,303.95498477942755,20.263665651961837,1013.1832825980919,0.0002026366565196184,6.0790996955885514e-05,8.105466260784736e-05,6.0790996955885514e-05,0.02026366565196184,2.9999999999999996,1.4999999999999998,20,0.0,0.0003,0.0003,236.07909969558852,271.0790996955885,50000,178.78289093972842,37.973633434803816,115.94726686960763,223.92090030441145,439.86816717401905,331.89453373921526,264.0790996955885,263.0790996955885,262.0790996955885,261.0790996955885,4.392090030441144,266.0790996955885,0.0010131832825980918,100601.3183282598,,
